42	yzjpjtdtkadcnsncyfmmeyq	29.00	oygsgllgiieteuaubzfzbjgficcj	9389
43	zmwqnqzerswkn	18.91	hqlfrmgzhiycedzgiohxipijfzpoqh	3522
44	cfhdynavgfslgxjajycsaqt	45.64	cdxevbkmjfcbduyrgolagrhilkzbw	5046
45	bwpgqgjxynvsmaddlm	93.56	xpbjxdxqomqptqxvsufjnkvocbjcsnaa	4336
46	xjozqlwfbnzblyklxeucr	25.38	bzgORIGINALdmpsvzaerqjoaumihcghub	9078
47	urkusijgmxcvk	91.69	qvlsbjgqzfbeknvoyujqefmxnvyy	1929
48	mmgjjbefnwnmodfax	54.23	chctdndkgyxxbzjuqlshgkicijjkcunqzmzauzghzh	9669
49	sqsmssfooyvtaegkvtpatrz	78.50	tktzwrmctrgieulzskbtgukxtrgdpcfsdwgqotujviat	4066
50	vvhsfkhepvknlaal	75.21	smizfimimjhvypvdxkgcjsphufucq	3433
51	rwqsaslcsteieeinp	95.14	nlkavbzcvaawonvqiqwvuhxwsgbajqo	3464
52	qeixgwgxyherkdz	24.09	wfkkcgvrsyhsvpxvekjxfcmpamrkpojacyrrgmgdimm	3176
53	izpixkhlflrofgiznowu	92.38	fmpfyxipltnibkgeykucurynrojwseslzhjazsosbxsemrmf	3472
54	wgvxhneyztipfvmbnswgou	24.30	brybxekbmblthrkbmwdgoxqthxgrgcmghkeobvdebqdm	6667
55	xampokxnudgnevpwoyz	35.04	opzxORIGINALlmcbyxsjtjgeecafwnjjbpsuvave	2356
56	psoktofcvmhlrkredeuo	66.23	jzmvhhgoztahglnjgniazsfqnvczup	6010
57	iaeytxvwlkizpsvnloqrziq	19.67	kbnhvxijahvahrsaxmmvgshid	6209
58	fqtyzqesaolafvzsr	22.56	ozuxtrlolORIGINALsqcmwrdrznugxpkecerdfvzwhg	4241
59	fihepmuebsedtkjyvhht	26.78	wyvcqexuzuptxpqzyatuhdvrexbtkoecvxesadsjjmuzyvkw	8994
60	rgzrdbwywbnfguq	52.55	igrikviphyfzhwbynvxghmboeqctso	7065
61	ojrxjevwtnqxcrlb	2.65	eoyoceoazeyxzczufndcggkbn	8109
62	bshyjlbjgaypi	63.57	uikoqjbcrajczzbnfyepdvcdcjfsjsfyzqwpxuxwkv	5009
63	ebfccriwqtpzdmwuah	11.12	gregfzateadjkkasscaqkiaxjw	2926
64	ujcuudjqzjsobmuhadv	43.96	zjvqvlnORIGINALxbheyvrkdbcgjrdorserfjqx	772
65	hpklleasuvykwxwhnoi	80.17	fllwpqklokufpofnljpdoamxodapkuarvidwgzptu	4013
66	ghaiqpiwtpahfjiute	14.31	gxarrcwcpildgnbduwdslpyseimwf	8675
67	ynpxntxzbikuz	7.26	pfbmoqqzgrtrhdyttxynglpvlnbvwaxjiuqkawsfkrpjxub	8076
68	kjhgsympucnwthsnafkcysf	33.15	trqzgzcctclzqhqblufaulguchlfcobtgv	2805
69	qprfcqesxqfjtzimulkho	1.19	kizhkojcjppbpverzvrdhyzkdkbcwgnfcya	2773
70	cnqqmtfqtggspcdhnqtxfhl	11.00	hxasbcxswthbjhvuiahckfiynaszzrnykkjslbrclmzrx	8789
71	cqcykffwksfkuveldafgvuc	77.14	fzpqqfwivgvojpjlilfsgaguajztrzfu	6899
72	eobnowdraiyjfxksi	21.78	ucykjcnqvxbirtvrpurhhhylkpefwzhpfjwkwuwslt	9544
73	ibjoinorabyuxwvarc	74.59	yiuxpeobwiffuihehjzhkybjeadxcwmqw	3650
74	imowtoowxrfyuacwlqbma	33.40	fsivlypymlxqoieeitzrdfsyyzohxvhsrozry	7085
75	xvazfmjoeacoebkyeudu	21.54	kvzwvktomgtxoprqzohjberrejvzr	9322
76	qedmmisudjfqrcetiydqxz	40.01	conblupduxyyewkqtekwfpkyswqumpsugtqqfgenszs	4278
77	qqqhixqizhgpmsxxvew	25.26	vbhyksxtbidqjvtudwggbyhygy	7548
78	ngyzxtcbwbsmyyzogyswsa	18.37	huumqakajglqzpmxumowbhbbshanfaxnzpauiaihazhx	4557
79	wmhezszklxoumuoppwf	47.79	bhfzuaudvbfgrrntbmabrbzdvslnmzxmckttpi	2051
80	lulizkmgjmgfyyoyaovwv	21.25	hlcytzxxhkfdvtgolxdudhzdcfvgefemgsj	2793
81	hvgpteywkbkeqwsnrvyjrh	69.00	neddzcjsivdxllzswkonollmnvfi	5273
82	layaseyupuppxcnqybrng	45.09	mfkfskfnhxqzikkluibvilklctlnp	7995
83	nklvjflylgnnwxw	91.25	zzwxlwbcrhzvhiszofrzpbulsfxkfqnj	9800
84	gjybcgfpytfae	20.45	uhazasrtdewauigwiqpkzpciajoqitx	6645
85	tlratehmsmaqklzou	39.46	unvhykasmupwdukaswngebwcaydaszjzlwyb	4279
86	exfnyxnhovycexdpnpwy	98.10	lnbpjjwynhqkfesidfmtmbazwzusvjqc	1873
87	sfyuxdqictiewdoy	69.63	gtzohvkbfibxjpbixdmqynnguivawcvhcpgtphktdqnvktmte	1623
88	erwobfjviwqeo	30.35	abqqeyklooghbbnvhhdnqztsilotwioo	8213
89	bvyhxfgeapsvh	72.91	enjvcrwimwkkhawtofmcqkkvojjehriz	8770
90	qsdnfmtjidkamquapu	8.34	qwjjejnmkprsoyaspijzqeynpnojxrajnshvpggywlqfgkloe	8588
91	zdxkfurimfcnsqme	91.93	evqjsweedahamdeojdcpjkzmvfravtpomscygjt	9314
92	xolgcivvvylluufns	76.19	gyhkpxcfnjgimsxwaqmusxmdgq	852
93	pjvfshkmjvsfqcmgmkxclau	60.85	lqzubjisklotugzqutskzoammh	1053
94	ghiasalhwqogcgjlxu	97.14	ufzcuaumykidkwfnacqrgsaayczglwhzvpljykzkltpy	6506
95	gedpcriljrwrex	41.09	itoioevytdwqzaeekfnekuensfpcrlymjflkjgriacafz	4115
96	lpwmjnaeixktrmsqhm	34.17	phgcdlpdulwqdroviwatictiebabthwpystqjofpllpoonoyr	6970
97	lnodnqrxnejeyqtbjhzgtfw	28.77	axziikfwfellhhgbafckqyghuo	4144
98	gyhpsmjwxsxbflihp	13.75	qzytyiujnwldtklbudevuofocablmpddze	565
99	wgeqcavvaeuxsjakffrpjuj	8.82	bztpfbdzwzunrsketjopjdfkblznevd	2123
100	wnarundxfbvsfit	84.72	giwwauxmiykylwqizsujiqxwnxjdkvldldpxdc	487
101	gkpulaosfguqueuqbm	21.85	ujldnzqqrritnffnlzolwsvztqvml	4304
102	yimjjvyadmbrqszhy	40.11	jxogqspuvevvdinqviovdjicnslzwpxjgnuqhp	4590
103	ncnbfohxcadcwbwbezswu	11.98	qxzwulqjssuqgtznhmrbvmhtpiuzwquxrmdjnsspdewjfpzxo	4529
104	gfvtcyknfrrzqtfigmlbv	84.22	sttxxdknvvnenpxnhnexupvvusktxsakyrxwyrndkv	7798
105	capgevkvltrshfzbfbof	37.90	nmvpyjpawdoybjjlggbkzerekjqgsczjxinhnspm	7446
106	zdsgompykdqkusrfi	93.44	fgmqsoijumrzsjhnlivhsrnmsiqkvdnoavjr	7906
107	grgxxnolhivof	54.29	gahzmephioiqacjdduhdcrgigsbzt	6056
108	zvdcichjyvbrjzbyaxf	11.98	zgzuyiqqjqnbztaipwtbhtetdxvyrwkfdt	3051
109	jqvbzpdzdehxzqkfvfldfpf	21.21	mgemkzddkmkbffsdnyqietxhcchfz	5143
110	ffcssuxjaezislhvimltm	55.33	eyfduybvxunlcyarfiiccvwslksbhhrzetyoayptckuz	1369
111	cupphlzbjjzfiiib	15.05	abblpyfydcreyaORIGINALrhifcanmyfqunqpyisdemw	4142
112	drallczdiawrgwygflw	98.86	apbmlqtokonumxsilukniunoefbroycuyqapszzkahihirki	6638
113	suijmhrtgnohkuyfrblqfc	21.55	xphqrkvqdfdplpdyatffipjjaqapcbadmoi	4598
114	qkrqmpzjfalrr	87.35	lfzoiunxleqahqixhhgupnpivsflskslhqgujbwahmzkcpem	493
115	jnvaoxsxwslqvghhyvdmr	78.09	hvnrzntqlhygiclstcdsronybzuumxrcmzlqwzdhbwfyovrb	6194
116	lxdlndjavqkgauzmfppvvj	10.85	rlcrsipavapsaikgvjyjyraupacgxdwutvvmguhocjuh	4032
117	kbiehbkltdbtmlg	80.77	cptumtntbwntsmpcqcmebryksfwmbuntnvsuveooebuqkwyov	5493
118	ejvobijbooanhsss	30.32	fqyhgphmanjqyskzitkpzxtkyeiuvjyzyxmxsaa	7394
119	xhytbvmbfkayk	5.12	vzwjfmjpslzrosahqviutctidfjkyzmhgzixxwnxkebc	6247
120	rrsvgsqofhslzpxcbt	2.49	hnejhsmtmxplvwajawwphbjpbklghmgvlnuwfxnvktasj	2416
121	sbvwbwvwjyesdcrwxammtw	14.91	tqudfpfkzcheldhcknegwqbxicphsvjtqolcdiznuzkkqvcys	7445
122	jcaeltvesvgqshzal	66.79	rgnyjnaqmblksccpjfcvvuqarkxmykelwbhxwhlfderidwn	6442
123	gnpfpwwpklyukbcuaxnbtes	32.00	gonantuagarlinpheksxbtuixgcmoprbxep	1855
124	vounqkwcaixjcjbkacdrtmy	29.90	ovlnfwkblnwbvvojkumrfrizfphelkonzuxlofuazfrps	2512
125	umiokroxwmojysvk	50.01	swpxrretjldxqdldogruyqekqdagureehsh	5875
126	ljwqevwmngwnkjtjkbpjp	33.92	gjumptwdneydjudjfchcwgntvifgmmfxbpeti	5105
127	cpuwicstgjlnktywvtref	62.32	kvxiuvuhrbfqcwltrhwfplltkeahhbdxruxpomtnd	7903
128	fkmvbzapknfzdbrn	40.01	rzrmcnmlafvvmsagrdumvlrzusba	7221
129	hjcdfmzfzfcyvigxwprfqdk	16.73	vftzjojoqugxvpwisvciopjjvwhomzjxmsxiytdt	9606
130	hybcdobkslwzen	87.20	khsgtwxthfyiegehqfjurzenksqvdkvvhcwhmouxhewzlr	9575
131	tctfuwhvmwtdtgortocpfh	73.26	umzjjanxpcuemoxffqnuoaolk	9068
132	bbdhqzdiwwdzmtwt	71.31	bbgzniibhvbszteukfhtivgagm	2158
133	uaxruqyieberfm	36.26	eaqykwobwafvhqqbekopfhwjdntfkopckpoyf	8008
134	dvyeciyuwfaelm	76.03	hbvpbwccuxshafkjknwkpryzkgofhexjybktuw	9263
135	ftnithrtxmyouysizozpf	44.26	qnzioiqnklwmvmkrtjpkttsmtqmzsdkyvcrlpcku	5347
136	gzrksmzngqbrmkdfx	48.77	rjpwupnpmbebbpjdqujjcitlpqhqkmwnwsldokf	1474
137	ricddttcjrdvpdcjzgkcn	57.35	utolxzroqcgymyxnvdykahlot	3970
138	fjkminzmbltokz	47.63	krimcndueftbxnesepebewgujsb	8008
139	qwaheopofcbbeehgaj	2.08	insibmuauhcjukkcdfydkzrlafwlfqcvwqvlwywsjcfx	6566
140	gmdosmofsxdnirtrvzcp	22.65	odxexpetwusblfuoijezlmfgxtaui	4390
141	rhkjrowrkuonzsvqvgrci	68.08	atnqefwzotvyfupeyhietysdyamjq	3998
142	kqohuvkesrdvmncodtwq	52.73	nkditsbqqbxlhocveiiojbkcztrydjORIGINALum	5657
143	gfzzkiitzwerquiej	68.65	jveewlxzbfsvrzknfsjfcfvwwuweyyvolmetjjngulg	4218
144	ntodhvhnnlpabyo	71.68	tuuepmuckzqtaaqgimodhjjORIGINAL	5259
145	eliyaftotlqldnxhi	89.74	wpstiyngkntrnjwdiwtwwkqzsgfzckeszuvhacnswfl	3941
146	uaqlwjsqnvdhuhnrtj	40.16	jqktqwrtsjgxaphmkwptqfzoocuzaoke	8272
147	qjavhgowcjntoot	55.68	ibwdamsxrtloiuuetxigpvnivhhlhccdffxxgsen	8775
148	mqteusmxxzvndhnjomtdyel	94.20	xqlgnaukgdgyupaoxdaidxbgzruddfqznvbhxhtydovt	8904
149	itbbsfwlsvodwpbvshspwfo	69.67	duvlscbnlfzghncoeosmugdzjwiyv	1107
150	vkrzfnzyhrxne	94.59	bezvkjiyfggehjljfduryaqdlraaqeyekndawl	4705
151	thebgdofsswrjnkpitogf	93.18	hoitlcmzovxndyuqrnfdyyghfxexbgraeoeycjexfgnnu	801
152	ndrkciuzvnodvghommi	62.52	dmnndfarpcfefqagrmjhyyeoyyne	3186
153	xhzdfninwtzso	22.96	mfzaxbbzwfaohbtpncabuagvncrmaihjkazrpewfxpx	4032
154	sixqacfcrodkqqykoz	81.19	jnlwppbgcfhststktkatqolurhujxueesuaetymvvq	9175
155	fbdeefjuleeann	34.55	yrtalounpuzehtfleafzolrhfmktesmpsvolooavuui	2336
156	lcxehmvtygqlslawj	98.52	hsfgsfbqyzqvpewuqtxnupftpcchkmpilmw	9850
157	uwxbbjzpdywjk	73.56	bmgwydaxxxybajycsoerodcvjobntvyxxumewimgmxdrmcl	179
158	ghrdqypwfzdvxvvaxyht	5.13	smveuvichanwhgagtjxcecddyo	7758
159	wbrjpgcpxcipcg	31.83	mgbwmkqvobzyvkemilougrgnhueo	6104
160	kyfphuceycoikjptci	24.86	dbudlidvnoatpbpvmigmORIGINALjszqqdsqxrkfvqgp	9476
161	ybznvxanezwacfmtooqisrb	89.06	bewhbrzmfjssxbfxlruapzteemmorlmerixcmctlmtj	3668
162	hrinbxqgcuirys	95.23	jelfpbtgdgvulheqtvbcpminzxjr	4336
163	atwkivfzxpcwgunsseekq	65.69	rvgnvyyvqzwejubzmntdmgzrjalfiezjrxngxlaakc	8424
164	cflealzdaeffnbawmw	83.56	rurcofxffvheuysszmytxbbwpgayjiagvatbcfudngfx	2161
165	wgsztjdljxcveloy	84.03	haorjorqtfmxqbejdpertkduezecz	3059
166	upqidpsmfoeyghwbqelfjcv	10.20	fjjbughpapbhtifqffwbqobbprepgut	2323
167	jzzasotscppdjkdjuyv	30.02	wwjclzkdaolsnxzmlmwdbldcnmxtgtpmqvmsnqxbqw	2369
168	ojovpakeohqflmwbmcjpa	88.49	lqjtqbzxkunfnpyyebhkghxschgbveafylnmsfd	8510
169	ujxkelboocchaqdgpbovgf	88.58	vivmqrtfkqmluarifacqignaae	6658
170	vjoawfejfllwrcby	92.65	sqzmqrphctyglfmsxslpkefcpjzlrpxtgrmommpjlkyr	2154
171	rgzysqfcmhwcw	6.12	lqybuORIGINALmqeiyxpxtxgyo	1723
172	vcgjrobqtgllmkehlhfuvf	47.67	nxylkvfcazswkkhxylrjjruzhskjn	3124
173	fehninwwkgwtmcqsifnf	43.04	xreahpkkhnejlemvORIGINALntdgbnczpjoojxkrj	9944
174	vpuynyfhbutap	81.54	hbtnhnklytimmpkmsbhrpnzhhmmjqfcldfz	1601
175	flyheprjebhjloxjozsjhw	42.31	kzgzlkwjankcuzrmummnrwcndbiyehz	8667
176	rrnsdasjmxjazvhgdiupdx	56.90	grnwdpvmxpyucwggckocwvxcgwspzql	6462
177	lwkqdbdwuakkvlit	5.95	vtsiwshdztemynhtorukoyxzuytqcjhrnecvdbfnsbheehe	4747
178	tgofzpokwpljccdqkvtr	7.24	wfnhORIGINALmwrcnalnnhczi	5207
179	rbmplnmxinjhjzfjcrokt	70.79	hvkrrwkwxovaovgloftcezgbqaehzouynppjghfkaolpnr	9818
180	kqcydksqnhaxsfod	47.31	zfgjtmlqmozirjswbxtoccmfqadaxnstow	9637
181	xuzpokvnsfdgfnmsfewj	10.73	bphqlmyzzlsevivzoqepsfbrpqstkpanbmafdrqxcqr	886
182	xscknowbfffucwyvvruhmok	99.66	jkkpyczwiroxwtpzwzhprhizjkt	4332
183	suwiyupawdmuyy	18.71	jrwvepbclaenxyckmdhwfemzvxuqczfh	6991
184	hvysgvgcrefqhny	87.20	nyxehcyvttfnqkxkzrwzrohaeeygcpkw	7496
185	uznepigffvspzxwxk	61.76	chbejqfixrqjnqyvbtolakwghgju	608
186	glaxoilhteocfodbdtchfb	94.83	ugenkqgxstvhfgycyllccqhhplquzqrrbqo	5633
187	obrxhkbkecpzlhngruwa	70.65	wwbtoixuxcffzmwogqteesnkyminzujei	8076
188	ihjtphjcirrtfnwvpgzh	31.97	gvlavyfzxlmagvyaatcnvxncmcxirnzvojc	541
189	atcbqpvlbryftqkrwfadrx	42.90	adumzcgittufgoccievzghabmqorkd	6087
190	ujotgjlszbhkwupdulpcrus	14.43	pkvcybuhtzfujzaixenhuwmspbfueucjsvipstbjjvmp	6020
191	wzznlbzdhlhhkdhc	88.26	jfzvjrjevdsgtsqyyobrlzirunrplezuojtmynrlu	6642
192	xupbivqylgrvdzxvihvff	9.52	vuzpaxerlxwkfxhnyjsORIGINAL	3184
193	rdcfmihcdeotlpleclyqw	21.34	wktlbemmzozezdzktcatvhamkfqstxjdhlzwlj	9417
194	owffmwpfydslvukzupeiyt	4.63	efcdbgpirrvzklxhbxysqiwrfi	979
195	pjuimpnhninsqwmzxiosoo	79.76	iyxizqemwvrostigwutdyskgcthhcuklgaduORIGINALix	206
196	eepicdshoruykbvf	16.98	sqodypuycfypyafgsyavpcexjwmsldqskmkwryizkdi	1964
197	xzrbzpavbbffihvjx	68.13	myczdditkfenvdoliqdvfphxtyxdig	7607
198	otnmbvzyrjnzfpn	29.64	brybbxlyutgobnzlbehxqyizxdxtoconchufszoxjiyltwgd	4700
199	enerwxsppysrfpsuupj	6.81	dkqotqcakzgdjlfbyfugkuhmsoapb	8655
200	nnhohaeinorqeecseon	16.04	qgvkrxxpjvtopkuqiasxvdjhs	2098
201	cvisfvzqkhwqs	72.74	nyancnaeicyuqatoisvhqikphgyitecxrcigexdkazio	7017
202	kxtkhijcpwqnh	4.43	qumnfrekkzfniqrndhrjqnmwcxtnkeockoqzbyuuvb	6717
203	vkmiiofvemdzetieqfdx	79.99	hrltpdngwolpirrtctvksvkbtnuqnftiawdv	1042
204	eeyncnnyhbtwptjuzd	94.92	xvyulnctisaewwfhnllqurfvyzkylhzmb	9041
205	zoatwhxpvusrd	54.21	rmiwbenduhkjdprrivdqwkqbihaxalkakrahfmn	8225
206	fpjqlwyvwnegmnjlfr	29.56	hnjozleiotolhwbqttaspexORIGINALtxsqsbuhwl	9334
207	lmfswdpztgecxh	91.31	qxqerawhnvboadpesnipdskkoheoebughhqpary	1493
208	bwbrknmwbwoiqxsieauixb	4.22	bigpggfljihkkrsujrvwpndrgwuzujjwxxc	5415
209	onpdxbcgxtkrp	17.32	dkoaORIGINALnhjezjszsuh	3273
210	cdlzwfzhvxbppcm	43.69	qbtvwzflkghtcsuwcfabterpojfaxuqcgbfxxflhqgysbdyd	541
211	lxmmytiloylxrfbna	79.00	bdywtmdpxjrfqzywczeypcfqlvbptcujzjucfmuyyg	662
212	rztprsxcarypbqjsrwtdu	32.08	jnqzefjvhjnfanezuivawlqoysidnobbwwgrpmtkmsvycsh	9749
213	cxtqllhgchsrqfxrvgqny	44.41	ygrckfaihqbvfysxwblqzqlcmhabmvgnmcctpdzeycqtlzjyl	7990
214	qzxapimpddemq	91.66	vkgmvfffcpzptyalgepnxhhstxgypjyxfeqbdmlshgetklg	7694
215	nrqjwdytjcffprmuvh	71.90	dlccfvcytzagkzwajgmuqigdabihjmmht	7445
216	jafkplaiydbuwhkjxxws	4.92	zeuypzyjglnrqqdscipqyrtblhwammisr	5876
217	hoasokamglhuwkdmkkhzv	54.95	zszkynkhlqzouyhikdwnpuheuvi	4993
218	xjnlthlgocmsflohkux	93.33	fcxotqafhxykxmdxlaxwnhldbcx	7468
219	vchxmxqdgcrwymmc	45.31	oqadzdnlzieinrdmmobznhaurr	6547
220	sakseeulmluupo	3.67	fmwvbjhksohkliqoosquvrlftkhwrud	7680
221	ozfqyblduxfmddiexyrle	94.62	tbltfnwieaagizoptyfukpfcmdriiwlnipechviuad	7174
222	kzoilzwospuxzgdlcivcgb	11.66	mldeipsmtwqwhmnzvtyxatywrkORIGINAL	2683
223	uuoswvtczwntqaehuix	1.89	wkbehcpjhnndwkljobumgqlnikngkzekvyxdnohlsqhcdn	2685
224	hniwzczqiqryr	81.57	ucdzefavnwyrjxbsjxsgwpkuucORIGINALmefh	6447
225	jkkseozwpzbdyteycnzzl	90.63	bzdorplywbgyepyevlhwkzxjihpjmjcxtervlckvflfr	5276
226	vbbkhdaadzwhgnhcyhtct	32.98	jkvuchalgpggqwpzgwgiiemcmrqsoiffvmlzm	5294
227	coansqejjuqri	11.66	dhubjalashvnovgefhorlnsucbahbhnibwxwakgenxsqa	8097
228	nwkdqnylgnreejwsmvgh	71.15	bkehumoljszovpsuaukhvuwxoypjhxuwgkdz	8788
229	bskjlbsjycmthecoinvwf	97.19	nufhbtbolugfamhqswqpuueogguzywsjvojaacusmfpwskh	7416
230	uvhpbnxaavtyrjgkekrlog	80.98	meqjpviyuwerofwfvurxjqmnknnbakyanezcnuqdozfk	3706
231	rjbjnyikarshkfdh	43.33	rswgycyfnfofiqraakhpvqmoccuyltqpdqswgoklck	5800
232	kvwvtolaaskrpudgb	74.42	zrjwvlofawxtwraidlnionwnrgyo	124
233	khrhcmtuqgnyiorui	4.92	gxfslctvtgrhaawiumawefzbunrzzdhpfikdpt	4407
234	yzbaxerbgikbqod	78.91	zghiynkzgdompyesdtixbnqkcutwsmwqivehmnqyrzzivbc	1427
235	uxjrfsmmauiivyljwz	32.28	udsfimbwucafjbrtdyntxwwndvh	1945
236	lnccbvlnmhntam	1.85	jyuwebwzmivtoyylinyoduycnhdveocqcbadqjgfcfmzgmbro	8086
237	ffsbcydyrrkbhswgxyyg	80.00	tfhrzzpqmrvmjyaexxvvtjORIGINALcb	3091
238	qzrgzqdiptuvlsofbvv	81.96	uurdvwisjszzvcvyqfggwuwhmddjxypdwxaggycljdywqwfzd	2705
239	xgxsrpiwekuhdrmsgt	11.00	vjqysjhvovtslawyfvfrgklvwovvah	216
240	gwkaywbvjcxyoha	95.57	ORIGINALeovqrbdmhiteohdwszpb	9586
241	gbtkijhtuggrdmqt	44.05	nkfhqqzimpctivixnllygkidabsiytsabq	318
242	dtfrryjzjcwogxifml	53.32	xmcjydhjyostmtdbkcsiewyoqijflmesjyxyyqqrkbhpo	3864
243	maetklmbmghnxpeffa	61.63	okhgohpywcyazmxhxztcoyobofubzz	5128
244	irpcltspjfvuojcuvc	99.06	qhkjwvauurygpxklvkkgqjlucj	8294
245	viiuplitqvuli	91.05	azolxjyagqaofhbmrrhtcumdvfl	988
246	kmmyfpurkvlwtoa	22.06	nagugpupvjeldearcutzccfveidevtiqfbq	1196
247	porhzbkvsvmfdijughral	71.23	qlpxdchafcdeitqkmphurvfpredceojbjjkpmezg	2872
248	lffsluitbgzlumgjywzbf	51.36	bchbrnqrwgxofddfwewykjayejlrotwwrdrtte	5690
249	bjhbtudotjnwpzobn	9.10	xjjwwjelxsuwsjlqhqpbxyinqroheljab	1823
250	ujsseszvehbnnq	7.50	zgqljheyspbzhsirizpsdnntmaqdxjjqslvkqezuqnznltiio	4940
251	kuhjrgdfcjjfopsmwz	26.77	qyootsllpbdebukxnxvgstpgyqabmfa	9923
252	ufzwknmaondls	2.98	jcdhyhnsrwaqtcdzrwecytfwkwjzeqhyukdamafvjfkndwem	2253
253	xlqnutyrtocybrmtcddb	26.62	dhnbmxnvpkcnixmjrsgdnrwqrqajqqvbuzzbxORIGINAL	8325
254	fwrrefbseztgyvnpsgqg	50.69	dtuqpmzcrxuxaibanocchnyxmketfvubqetcnzrszerbiptk	4878
255	tqwaoupmzfuxhgrjdarg	98.36	gfmyrdotlnbioymiskxmxruufblc	5587
256	eknzggsytbttfynvzezxtnb	12.05	rspptddsswcylvfdqmyjauyxalkzzowig	2583
